catalog_id,text
2721,'Captain America 3' Confirmed for May 2016 Release Date!
2722,Fed Chair Yellen signals she is less concerned about this economic threat: FT
2723,Sold to the highest bidder! All 3000 bitcoins sold to one individual at US
2724,"Diet drinks can play positive role in weight loss, industry-funded study finds"
2725,Electronic Cigarettes May Boost Resistance of Drug-Resistant Pathogens
2726,Nearly One In Five High Schoolers Have Tried Hookah
2727,Shigeru Ban Wins Pritzker Prize
2728,Lana Del Rey Is Back On The Market! Find Out The News That Will Give Every
2729,"Tread Carefully With Greenhouse-Gas Regulations, Court Warns EPA"
2730,Nike fires majority of FuelBand team as it prepares to ditch wearables
2731,Earnings jitters trip up stocks
2732,GM to ask bankruptcy judge for lawsuit protection in ignition switch recall
2733,Activision has just announced Skylanders Trap Team
2734,UPDATE 1-Argentine economy minister to meet mediator in debt case
2735,Tracy Morgan upgraded to fair condition after crash
2736,Chris Brown sends 'special' message to girlfriend from jail
2737,Emma Stone and Andrew Garfield prove they might not be the world's most
2738,HBO's 'Silicon Valley': Fake company from the show has a great fake website
2739,Photo by D Stevens - Courtesy of Universal Studios
2740,"Upfronts roundup: Last-minute renewals, as Parenthood goes down to the wire"
2741,Apartment building's residents kicked out in the rain
2742,"1 weekend down, 1 to go on Kennedy"
2743,St. Clair County health ranking drops slightly
2744,"At long last, Microsoft brings Office to the iPad"
2745,Oyster Builds 500000 E-Book Empire
2746,Today in the News: Gwyneth Paltrow says working moms have it easier than her
2747,Ray J Gives Kim Kardashian Porn Profits From Sex Tape as Wedding Gift
2748,"Wiz Khalifa Explains How He Lied To Take Selfie In Jail Cell, Alter Ego + More"
2749,Forgotten vials of smallpox found in storeroom
2750,Apple Introduces More Affordable IPhone 5c With Less Memory
2751,"Take A Look: Pharrell Sets The Record Straight, He Loves ALL Shades Of Women"
2752,Toyota's Bidadi plants grind to a halt over lock out
2753,Camp Not Openly Opposing Extenders Missing in Tax Revamp Draft
2754,US Economy Grew Faster Than Previously Estimated In Q4
2755,Stock Market Today: Why JPMorgan and Wells Fargo are on the Move
2756,Guinea confirms deadly hemorrhagic fever is Ebola; death toll rises to 34
2757,Nest opens the doors to the smart home with developer program
2758,Cinematographer Gordon Willis 1931-2014
2759,Mike Pellerito on Archie's kids line
2760,Experts evaluate evidence for marijuana as treatment for epilepsy
2761,New Media Stocks Dive as IPO for Maker of 'Candy Crush Saga' Fizzles
2762,"Chimerix Gets OK for Brincidofovir Pilot Trial, Gives Drug to Sick Boy"
2763,'The Bachelorette' Recap: The Head and the Heart
2764,Youth Exposure to E-cigarettes Has Skyrocket In Last Years
2765,343 Industries Reveals Halo 5: Guardians / First Artwork and Box Shot
2766,Why Amazon (AMZN) Stock Is Gaining After-Hours
2767,"Facebook Scientists Alter News Feeds, Find Emotions Are Affected By It"
2768,"Ben Affleck, Jennifer Garner celebrate anniversary in Royal Oak"
2769,"Joan Rivers Returns to ""The Tonight Show"" With Her Wry Sense of Humor"
2770,Heartbleed Breach Steals 900 Canadian Tax ID Numbers
2771,Sterling grinds higher after strong jobs report
2772,Forex - GBP/USD extends losses after upbeat U.S. data
2773,Coal-state lawmakers rally against power plant emissions crackdown
2774,Hedge fund to pay $2.2m fine for whistle-blower's demotion
2775,How I Met Your Mother: How It Broke the Mold — and How Will It All End?
2776,Blooming cherry tree presents cosmic ray mystery
2777,Uncertainty Swirls Saturday's Predicted Meteor Shower
2778,"Lagarde charged with 'negligence' over graft, vows to brief IMF board"
2779,Robin Thicke trolled by Twitter users in Q 'n' A session
2780,Faceoff: Drax the Destroyer vs. WWE's The Animal
2781,"'Bears': A documentary enhanced by great cinematography, funny narration"
2782,Heroin overdose antidote OK'd
2783,Maleficent and Other Sleeping Beauty Tales
2784,Doctors design mini dialysis machine for babies
2785,Is This The iPhone 6? (Photos)
2786,Hospital-Acquired Infection Rate At 4% And Falling: What Dangers Still Linger?
2787,Angus T. Jones Labels Himself a 'Paid Hypocrite' on 'Two and a Half Men'
2788,Fed's Bullard: US Economy Strong Enough for Rate Rises
2789,Cat Modeler's Sharknado Model Follows Campy SyFy Sequel
2790,Cast Screen Tile Appears In Quick Settings Panel For Some Users
2791,This postal workers union apparently doesn't understand math
2792,"In drought, Californians could face $500-a-day fines in effort to conserve water"
2793,Google I/O preview: Five things you need to know about Android TV
2794,Euro Advances Vs Most Majors Ahead Of Eurozone Unemployment Rate
2795,Vermont lawmakers
2796,Jessica Simpson Shows off Her Fierce Body in Amazing Swimsuit Photo: See
2797,Ebola outbreak in Guinea: Death toll up to 62
2798,Study: Low-Dose Aspirin May Reduce Risk Of Some Cancers
2799,NJ Lawmakers Pass Bill Allowing Tesla Direct Sales
2800,LG hints at a round smartwatch dubbed G Watch R
2801,"Twitter 2nd quarter results soar, stock flies high"
2802,5 Eco-Friendly Spa Treatments Inspired by Earth Day
2803,US National Security Agency Knew About Heartbleed Bug For Two Years But
2804,Democrats disagree on senate bill to wind down Fannie Mae and Freddie Mac
2805,Rolls surges on £1bn buyback
2806,The Amazing Spider-Man 2 film teases Carnage and Venom
2807,"The Bachelor Season 18, Episode 10: The Women Tell All, Juan Pablo 'Loves"
2808,Michelle Obama smacks school-meal critics
2809,Force is strong with John Boyega who lands Star Wars role
2810,Skin cancer is the most common cancer in Ireland
2811,Shia LaBeouf caught on camera attempting to fight outside NYC strip club
2812,Zuckerberg's 2013 Salary: $1
2813,Pollution Killed 7M People in 2012
2814,"Curiosity Sees Ceres, Vesta, Deimos"
2815,"'American Idol' Top 9 results: Michigan singers rise, survive"
2816,"New 'Hercules' trailer, and more news to note"
2817,The 7 Video Games You Shouldn't Miss At E3
2818,"UK museum looks at epic, intimate sides of WWI"
2819,Israel Urged To Respect Religious Freedom
2820,Potsdam United Methodist Church to worship with music for Easter
2821,Argentina default? Griesafault is much more accurate
2822,Half Of Americans Believe On Medical Conspiracy: Survey
2823,How 'The Fault in Our Stars' became a cult sensation
2824,"Google (GOOG) Releases Quarterly Earnings Results, Misses Estimates By"
2825,Business in Savannah in brief
2826,"Nick Cannon Takes Step Back From ""Soul Train,"" Recalls Crafting ""Gigolo"" With"
2827,BNP plans to slash dividend over U.S. settlement
2828,Facebook buys Moves app in bid to take on Fitbit and Nike
2829,"Justin Bieber, Chris Brown reunite in the recording studio: '1 for the fans'"
2830,Roses Cover Lady Gaga's Private Parts
2831,Miranda Kerr Naked and Nude GQ Cover: Former Victoria's Secret Model
2832,First mosquitoes found with West Nile in Scotts Bluff County
2833,Reed Hastings just as irritated with Comcast as you are
2834,CBS' Nina Tassler: No Craig Ferguson Replacement Before Upfronts (Exclusive)
2835,Kim Jong Un Officially Condemns James Franco And Seth Rogen For 'The
2836,Gov to ask ND agencies for budge outlines
2837,TJX dives after earnings miss
2838,"Google Now rolling out to stable Chrome builds, desktop users should see it soon"
2839,#AmazonBasket in-Twitter purchases: How does it work?
2840,Patrik Shumacher - backhanded compliment to Shigeru Ban?
2841,Microsoft Corporation (NASDAQ:MSFT) Office Now Available for Apple Inc
2842,"Actos Verdict: Takeda, Eli Lilly Must Pay $9 Billion for Hiding Bladder Cancer Risks"
2843,Kevin Costner through the years
2844,Microsoft Research Gives Blink A Much Needed Refresh
2845,Tesla Wants A Gigafactory Or Two Ready By 2017
2846,Dirty Air Kills 7 Million People a Year: World Health Org
2847,China and Russia sign '$400 bn' gas deal
2848,Kenneth Norton & Tina L. Nadeau: Why New Hampshire needs mental health
2849,First chikungunya case gets confirmed
2850,NBC's 'The Voice' season 7 spoilers: Who is working with Adam Levine?
2851,Princess Cruises 'Crown Princess' outbreak tops 150
2852,AMZN Stock: What Do Amazon Earnings Have in Store?
2853,Samsung hypes up the Galaxy Note 4 with video teasers
2854,Amazon Smartphone? Why Amazon Wants to Enter the Smartphone Industry
2855,FCC Announces Comcast-TWC-Charter and AT&T-DirecTV Transaction Review
2856,Whale fossil sheds light on cetacean sonar's origin
2857,BlackBerry Ltd 'only brand' that meets German government's security needs
2858,FDA Warns Against Procedure for Uterine Fibroids
2859,Justin Bieber and Selena Gomez engagement rumors could be 'hot air'
2860,UPDATE 1-Orange's network investments help ward off low-cost rivals in France
2861,"Define Conscious Uncoupling, Gwyneth Paltrow; Does It Mean You Cheated On"
2862,The Era Of Good-Enough Smartphones
2863,Nathan Andrada – Fourth Estate Cooperative Contributor
2864,Bank of America Increases Dividend for First Time Since Crisis
2865,Why YouTube Will Pay $1 Billion for Video Game Streaming
2866,"AR Rahman scores music for upcoming Hollywood film, Million Dollar Arm"
2867,Unique & Personal Mother's Day Gifts
2868,Movie review: 'Snowpiercer' delivers rich human drama
2869,VIDEO: Watch a 66-Second Run Down of MTV's 2014 MOVIE AWARDS
2870,"HTC One vs LG G Pro 2 – Battery Life, Display, Design & Prices"
2871,The Barn at Blackberry Farm nominated for top culinary award
2872,"AIDS afflicted couple, 2 teenaged children end lives"
2873,The FCC's proposed new net neutrality rules may let ISPs run amuck
2874,The Leftovers Author Tom Perrotta Breaks Down How He Went Hollywood
2875,March Consumer Sentiment Falls to 4-Month Low
2876,BNP Paribas says to buy DAB Bank from UniCredit
2877,Emperor penguin population to slide due to Antarctic climate change
2878,BAFTA Television Awards 2014: Best Instagrams Of The Night
2879,Jude Law Almost Unrecognisable As A Hot-Tempered Safecracker In 'Dom
2880,The Polar Vortex Is to Blame for This Year's Brutal Allergy Season
2881,The Last of Us PS4 Release Date June 20th?
2882,Children treated with stimulants ADHD leads to rebound BMI growth in late
2883,Apple Adds Lower Cost 21-Inch iMac to its Lineup
2884,Centers for Disease Control and Prevention Offers Cooperative Agreement of
2885,WATCH: Cringe cat noises and candy bar dancers! Avril Lavigne goes 'Hello
2886,Gold versus Silver
2887,Virtu may delay IPO amid high-speed trading uproar - Bloomberg
2888,"Air traffic controllers' schedules invite fatigue, study finds"
2889,Low euro volatility sees forex option demand rise
2890,Geithner revisits US financial crisis in new book
2891,Researchers Make Powerful Stem Cells from 75-Year-Old's Skin Using Cloning
2892,Garth Brooks Croke Park gigs: Court action launched to prevent ALL gigs going
2893,GM's Barra says she's 'personally' sorry about switch recall
2894,Gaga on Bennett duet CD: Jazz comes easier vs. pop
2895,Google Glass Might Have Solved Its Fashion Problem
2896,"23/05/2014Defiant Russian, Binoche 'grande dame' wrap up Cannes race"
2897,Pfizer No Longer Bids For AstraZeneca
2898,Democrats in Congress Propose Bill to Ban “Paid Prioritization”
2899,Tyrese and Vin Diesel Open Up About Going Back to 'Fast & Furious 7' Set After
2900,Canada takes steps to secure network after China hacking claim
2901,Autopsy: The Ultimate Warrior Died from a Massive Heart Attack
2902,Scoreboard: At your service
2903,"Global Markets: Asian stocks, dollar rise on upbeat US jobs data"
2904,NASA presents public service award to William Shatner for a better reason than
2905,"Hurricanes Katrina, Rita linked to stillbirths"
2906,Wells ag teacher presented with Toyota Tundra
2907,Chinese reportedly working on super-fast submarine that would 'fly' in an 'air
2908,Mars rover beats record for off-Earth distance travelled
2909,Muppets Sequel Can't Top Reboot
2910,Sony to bring Xperia Z2 to United States this summer
2911,"China Condemns US for Hypocrisy, Double Standards On Cyber Espionage Issue"
2912,"De Blasio touts housing initiative for NYC residents with HIV, AIDS"
2913,Google Buys Beats Music Rival Songza
2914,SLIDESHOW: Match Day at UMass Medical School
2915,Planes come dangerously close to collision
2916,"Lennar, Nike, ConAgra are Thursday's stocks to watch"
2917,Facebook Inc (FB) To Clean Up News Feed To Weed Out Spammy Posts
2918,"Facebook posts $2.5 billion Q1 earnings, looks into standalone apps for a more"
2919,Author Harper Lee says she didn't OK new book about her life
2920,"Rita Ora on Zac Efron's MTV Movie Awards Shirt Ripping: 'It Was Warm, Soft"
2921,Twitter Is Going All In On Photos. Here's How.
2922,Over 200 People Contracted Mystery Virus After Swimming in Washington Lake
2923,"HR Giger, the man who designed Ridley Scott's Alien, dies in fall at home"
2924,Adults stop anti-rejection drugs after partial stem-cell transplant reverses sickle
2925,China signs 30-year deal for Russian natural gas
2926,National Review: Comcast Merger 'Bought' by Donations to Democrats
2927,Khloé Kardashian furious with her friend Adrienne Bailon
2928,Bronx Zoo to exhibit Komodo dragon in New York City
2929,Greek Wedding sequel in development
2930,News from around Wisconsin at 5:58 p.m. CDT
2931,"Nokia to name India-born Rajeev Suri as next CEO, says report"
2932,Top Five Apps That Rival Google's Camera
2933,"30% of world is now fat, no country immune: Study"
2934,"UPDATE 2-Boeing wants to be more like Apple, CEO McNerney says"
2935,'Scandal' Season Finale Recap: Power Rankings for 'The Price of Free and Fair
2936,Alibaba's blockbuster IPO: Why you should care about the Chinese giant
2937,Stocks are mostly higher in early trading
2938,"Sbarro pizza chain, which has several restaurants in Alabama, files for"
2939,That's the way the cupcake crumbles: A one-product business has
2940,"Crude & Brent Oil Fundamental Analysis June 24, 2014 Forecast"
2941,"Like US, China Says It Will Also Cap CO2 Emissions"
2942,Donated organs can save a life
2943,Sikorsky Wins $1.3 Bln US Air Force Contract For New Combat Rescue
